"","BTC_DASH","BTC_ETH","BTC_LTC","BTC_XRP","BTC_NXT","BTC_BTS","BTC_STR","BTC_XEM","BTC_XMR","BTC_ZEC"
"210",0.053,0.07489364,0.0125,0.0001008,2.607e-05,2.9e-05,1.687e-05,8.545e-05,0.01768773,0.08985764
"211",0.05285761,0.07360005,0.012,0.00010798,2.979e-05,3.118e-05,1.832e-05,9.32e-05,0.018193,0.09262683
"212",0.05228362,0.07480009,0.01201603,0.00010518,2.881e-05,3.13e-05,1.736e-05,8.959e-05,0.0174216,0.09584477
"213",0.05560001,0.07550012,0.01216,0.00011888,2.931e-05,3.185e-05,2.1e-05,9.289e-05,0.0181001,0.10113662
"214",0.05606157,0.075,0.01215004,0.000123,2.898e-05,3.321e-05,2.02e-05,9.288e-05,0.017734,0.09355411
"215",0.05444549,0.0759,0.01172005,0.000123,2.658e-05,3.268e-05,1.911e-05,8.788e-05,0.01740001,0.09454119
"216",0.05413001,0.07419,0.011914,0.00012401,2.673e-05,3.102e-05,2.013e-05,9.087e-05,0.017011,0.09160449
"217",0.05210398,0.0736,0.01171003,0.0001199,2.5e-05,2.885e-05,1.847e-05,8.594e-05,0.01700116,0.08759992
"218",0.05096051,0.07206974,0.01135277,0.000121,2.452e-05,2.719e-05,1.829e-05,8.349e-05,0.01747986,0.0895
"219",0.05121653,0.07151005,0.01099999,0.00011799,2.393e-05,2.765e-05,1.744e-05,7.833e-05,0.01708004,0.08650002
"220",0.0486977,0.06913516,0.01098053,0.0001074,2.303e-05,2.468e-05,1.578e-05,7.85e-05,0.01624158,0.08231491
"221",0.04908942,0.0715,0.01088,9.638e-05,2.13e-05,2.611e-05,1.534e-05,7.798e-05,0.01546,0.0840027
"222",0.04931524,0.0757,0.01145004,0.00010146,2.327e-05,2.62e-05,1.65e-05,8.29e-05,0.0164,0.089
"223",0.0504801,0.07526572,0.01113578,0.0001066,2.5e-05,2.699e-05,1.612e-05,8.593e-05,0.01665,0.09189
"224",0.04939527,0.07580006,0.01116379,0.00010293,2.211e-05,2.596e-05,1.62e-05,9.539e-05,0.01650001,0.08968
"225",0.0515234,0.07831006,0.01135,0.00010548,2.38e-05,3.159e-05,1.799e-05,9.986e-05,0.017252,0.0923814
"226",0.05189999,0.07922122,0.01155,0.00010779,2.367e-05,3.004e-05,1.756e-05,9.51e-05,0.0173681,0.09318001
"227",0.05083791,0.07851,0.01121812,0.00010335,2.371e-05,2.963e-05,1.742e-05,9.2e-05,0.0165111,0.09051461
"228",0.04908501,0.07628216,0.01071502,0.00010033,2.115e-05,2.6e-05,1.58e-05,8.55e-05,0.016455,0.08675
"229",0.04982449,0.07621673,0.01078297,0.00010008,2.155e-05,2.74e-05,1.673e-05,9.053e-05,0.0172,0.08960001
"230",0.0501,0.0785606,0.01105159,0.00010489,2.273e-05,2.767e-05,1.65e-05,9.45e-05,0.01711999,0.09020703
"231",0.0499,0.07803292,0.01100745,0.00010168,2.161e-05,2.786e-05,1.618e-05,9.14e-05,0.01696009,0.0898
"232",0.05067882,0.07768895,0.01138768,0.00010185,2.108e-05,2.643e-05,1.609e-05,9.126e-05,0.01710001,0.0881
"233",0.05070957,0.07879999,0.0111299,0.00010312,2.381e-05,2.679e-05,1.606e-05,9.084e-05,0.01790899,0.08864658
"234",0.05079999,0.08229937,0.0111191,0.00010614,2.45e-05,2.813e-05,1.696e-05,9.171e-05,0.01869793,0.08888035
"235",0.050801,0.08199501,0.01112725,0.0001035,2.714e-05,2.809e-05,1.669e-05,9.112e-05,0.01860206,0.08847
"236",0.052,0.08580023,0.01124841,0.00010164,2.526e-05,2.782e-05,1.629e-05,9.091e-05,0.01817701,0.08957666
"237",0.0516471,0.08880001,0.0111,0.00010229,2.575e-05,2.948e-05,1.658e-05,9.334e-05,0.01901059,0.08915
"238",0.05180984,0.0954,0.01145676,9.916e-05,2.545e-05,2.845e-05,1.603e-05,9.276e-05,0.01859038,0.1002
"239",0.052924,0.09131,0.01138708,0.00010025,2.6e-05,2.811e-05,1.604e-05,9.355e-05,0.01860026,0.10091364
"240",0.05266807,0.09030514,0.01117162,9.676e-05,2.505e-05,2.715e-05,1.52e-05,9.078e-05,0.01953428,0.10000002
"241",0.05498888,0.09399999,0.01109512,9.617e-05,2.506e-05,2.753e-05,1.538e-05,8.755e-05,0.01926799,0.10376005
"242",0.05545899,0.10580019,0.01098761,9.25e-05,2.379e-05,2.761e-05,1.409e-05,8.269e-05,0.01820001,0.10460631
"243",0.0547009,0.10689908,0.01091872,9.19e-05,2.255e-05,2.653e-05,1.443e-05,8.353e-05,0.01871001,0.10870488
"244",0.05585144,0.09889999,0.011175,0.000103,2.39e-05,2.613e-05,1.52e-05,8.82e-05,0.01788631,0.10456631
"245",0.056,0.1042,0.010987,9.78e-05,2.368e-05,2.571e-05,1.446e-05,8.56e-05,0.01796062,0.10423007
"246",0.0603,0.09962181,0.011141,9.715e-05,2.316e-05,2.65e-05,1.426e-05,8.43e-05,0.01825007,0.10121377
"247",0.05897604,0.1003,0.01114994,9.872e-05,2.311e-05,2.609e-05,1.417e-05,8.408e-05,0.01864267,0.102624
"248",0.05990832,0.0996949,0.01127741,0.0001074,2.422e-05,2.674e-05,1.52e-05,8.677e-05,0.01838,0.1009
"249",0.06130001,0.09815001,0.011382,0.00011789,2.46e-05,2.8e-05,1.638e-05,9.023e-05,0.01849,0.10480998
"250",0.05970041,0.09576917,0.01118997,0.00013262,2.412e-05,2.861e-05,1.84e-05,9.7e-05,0.01852354,0.10684999
"251",0.0586472,0.09310001,0.01167999,0.00012951,2.355e-05,2.832e-05,1.704e-05,9.095e-05,0.01839463,0.10440001
"252",0.05755,0.09262001,0.01150566,0.0001242,2.359e-05,2.857e-05,1.649e-05,9.076e-05,0.01884001,0.10186273
"253",0.05809699,0.09088199,0.0113509,0.00012968,2.429e-05,2.872e-05,1.675e-05,9.158e-05,0.01865519,0.1025466
"254",0.0567551,0.09154499,0.01146,0.00013865,2.39e-05,3.036e-05,1.789e-05,9.464e-05,0.0183,0.10300671
"255",0.05810117,0.09399985,0.01164914,0.00013499,2.507e-05,3.275e-05,1.738e-05,9.426e-05,0.01831023,0.10555835
"256",0.0588635,0.09120002,0.01164201,0.0001259,2.6e-05,3.385e-05,1.678e-05,9.07e-05,0.0182,0.1034872
"257",0.05940668,0.09373949,0.01137524,0.00012239,2.569e-05,3.31e-05,1.676e-05,9.044e-05,0.01859,0.10201017
"258",0.0574,0.09123205,0.01135465,0.000125,2.59e-05,3.196e-05,1.668e-05,9.1e-05,0.01810401,0.10150007
"259",0.0592,0.09021897,0.01129309,0.00012075,2.875e-05,3.547e-05,1.678e-05,9.206e-05,0.01811557,0.09999
"260",0.05887999,0.08932999,0.0112069,0.0001174,2.8e-05,3.433e-05,1.625e-05,9.05e-05,0.01778723,0.09630003
"261",0.05996463,0.09116223,0.01115277,0.00011779,2.75e-05,3.485e-05,1.647e-05,9.129e-05,0.01799996,0.09773811
"262",0.05955485,0.08953501,0.01107,0.00011884,2.658e-05,3.541e-05,1.623e-05,9.101e-05,0.01781465,0.0967
"263",0.05760725,0.08789897,0.01079159,0.00011832,2.675e-05,3.291e-05,1.542e-05,8.792e-05,0.01754531,0.09336499
"264",0.05780006,0.08617652,0.01078162,0.0001122,2.741e-05,3.524e-05,1.532e-05,8.745e-05,0.01721977,0.09009901
"265",0.05630001,0.0873725,0.01075041,0.00010988,2.657e-05,3.337e-05,1.52e-05,8.402e-05,0.01718995,0.08867701
"266",0.0568739,0.088,0.01071349,0.00011535,2.565e-05,3.679e-05,1.539e-05,8.424e-05,0.01672895,0.08916128
"267",0.05685712,0.0928,0.01085254,0.00011211,2.619e-05,3.89e-05,1.553e-05,8.727e-05,0.01733863,0.09384
"268",0.05560002,0.09191955,0.01066551,0.0001122,2.662e-05,3.845e-05,1.508e-05,8.491e-05,0.01693006,0.09300018
"269",0.05575055,0.0929001,0.01077001,0.0001194,2.699e-05,4.07e-05,1.57e-05,8.591e-05,0.01678958,0.09160065
"270",0.0558,0.09894,0.01079433,0.00011561,2.673e-05,4.035e-05,1.555e-05,8.425e-05,0.01681237,0.09570563
"271",0.05665391,0.09979001,0.01107676,0.0001132,2.799e-05,4.139e-05,1.555e-05,8.635e-05,0.01702524,0.09369307
"272",0.05733777,0.09712,0.01105622,0.00011637,2.73e-05,4.203e-05,1.58e-05,8.484e-05,0.0171,0.09414999
"273",0.05615005,0.09570001,0.011272,0.0001135,2.855e-05,4.485e-05,1.563e-05,8.586e-05,0.017328,0.09299999
"274",0.05589601,0.09500011,0.01116128,0.00011371,3.385e-05,4.495e-05,1.633e-05,8.882e-05,0.0178822,0.09289996
"275",0.0556,0.09495499,0.01118626,0.00011285,3.14e-05,4.444e-05,1.617e-05,8.73e-05,0.01782002,0.10321634
"276",0.05510002,0.0945888,0.01114995,0.00011049,3.102e-05,4.158e-05,1.595e-05,8.72e-05,0.01740691,0.09640117
"277",0.05499801,0.0937199,0.01184,0.00011145,3.253e-05,4.168e-05,1.586e-05,8.486e-05,0.01760711,0.09679068
"278",0.0535,0.09170021,0.0113399,0.00010749,3.055e-05,3.949e-05,1.534e-05,8.734e-05,0.01804932,0.09216
"279",0.05031248,0.091,0.01066112,0.00010176,2.747e-05,3.623e-05,1.441e-05,7.849e-05,0.01827751,0.08900003
"280",0.05170151,0.09069001,0.01063863,0.0001024,2.829e-05,3.83e-05,1.425e-05,8.048e-05,0.01868,0.09131001
"281",0.051929,0.09008338,0.01068062,0.00010088,2.799e-05,4.079e-05,1.455e-05,8.041e-05,0.01825881,0.09168001
"282",0.0517032,0.09331,0.01060099,0.00010099,2.835e-05,3.893e-05,1.564e-05,8.127e-05,0.01799721,0.09030014
"283",0.05070356,0.09049797,0.01051327,9.909e-05,2.876e-05,3.875e-05,1.506e-05,8.109e-05,0.0178001,0.0887
"284",0.05106652,0.09179996,0.01050001,9.873e-05,2.913e-05,3.967e-05,1.566e-05,8.14e-05,0.01942,0.09029989
"285",0.0512471,0.09217606,0.0105795,9.875e-05,3.183e-05,4.048e-05,1.598e-05,8e-05,0.02020209,0.09089999
"286",0.05179989,0.09239894,0.01056599,0.00010001,3.126e-05,4.107e-05,1.649e-05,8.102e-05,0.01978715,0.09250002
"287",0.05322766,0.0928,0.010565,9.904e-05,3.069e-05,4.05e-05,1.604e-05,8.05e-05,0.02019277,0.106
"288",0.05314887,0.09303,0.01057306,0.00010346,3.131e-05,3.984e-05,1.666e-05,8.028e-05,0.01957997,0.09678386
"289",0.05304,0.09399997,0.01064697,0.00010485,3.29e-05,4.009e-05,1.894e-05,7.87e-05,0.02039,0.10332
"290",0.05149,0.09480958,0.01060051,0.00010189,3.324e-05,3.851e-05,1.755e-05,7.775e-05,0.01961141,0.09844
"291",0.05269001,0.09346,0.01058481,0.00010173,3.113e-05,3.914e-05,1.91e-05,7.856e-05,0.01988773,0.10180034
"292",0.0519,0.09330503,0.01053009,0.00010265,3.142e-05,4.542e-05,1.882e-05,7.931e-05,0.0198999,0.09950015
"293",0.05209,0.09413,0.01048201,0.00010545,3.148e-05,5.225e-05,1.918e-05,7.839e-05,0.01979109,0.09866941
"294",0.05252075,0.09345001,0.0105652,0.00010529,3.197e-05,5.261e-05,1.932e-05,7.8e-05,0.01999998,0.09870151
"295",0.051901,0.09212252,0.0109,0.000103,3.278e-05,5.195e-05,1.814e-05,7.667e-05,0.02026992,0.098135
"296",0.05187204,0.0926,0.01071848,0.00010182,3.488e-05,5.898e-05,1.794e-05,7.716e-05,0.01996532,0.09700006
"297",0.05140002,0.09274272,0.01065341,0.00010349,3.819e-05,6.4e-05,1.798e-05,7.908e-05,0.01981717,0.0975
"298",0.05280001,0.09399998,0.010773,0.0001033,3.999e-05,6.051e-05,1.825e-05,7.809e-05,0.01989997,0.0977785
"299",0.05210362,0.09383249,0.0107,0.0001026,4.047e-05,6.055e-05,1.781e-05,7.749e-05,0.02001,0.09668137
"300",0.0525,0.0962951,0.01054559,0.00010183,4.125e-05,7.825e-05,1.695e-05,7.74e-05,0.0199678,0.09743
"301",0.05200327,0.09647999,0.01052015,0.00010115,4.442e-05,8.398e-05,1.712e-05,7.725e-05,0.01989996,0.09788
"302",0.05306784,0.09910001,0.01048001,9.98e-05,4.281e-05,9.271e-05,1.668e-05,7.657e-05,0.01974249,0.0999001
"303",0.05231241,0.1002999,0.01060399,9.969e-05,5.199e-05,9.448e-05,1.632e-05,7.689e-05,0.01980004,0.0999
"304",0.05199689,0.10180004,0.01046702,9.861e-05,5.17e-05,0.000126,1.614e-05,7.37e-05,0.019625,0.10470002
"305",0.05229989,0.10198999,0.01035499,9.236e-05,5.023e-05,0.000151,1.457e-05,7.065e-05,0.01889001,0.10030001
"306",0.05200094,0.1066,0.01037758,9.35e-05,5.198e-05,0.0001335,1.526e-05,6.98e-05,0.01878,0.10399999
"307",0.05253965,0.11019999,0.0103,9.208e-05,4.2e-05,0.00012399,1.533e-05,6.989e-05,0.01885,0.10581377
"308",0.05261101,0.11647888,0.01024006,8.926e-05,3.898e-05,0.00011513,1.467e-05,6.676e-05,0.01820007,0.11405929
"309",0.05323608,0.11889988,0.0102302,9.1e-05,4.1e-05,0.0001195,1.45e-05,6.825e-05,0.01865153,0.11145803
"310",0.05423599,0.12100001,0.01036999,9.295e-05,4.523e-05,0.00012034,1.511e-05,7.696e-05,0.01874998,0.1175
"311",0.06001,0.11870689,0.0103989,9.203e-05,4.414e-05,0.00011355,1.554e-05,7.541e-05,0.01886522,0.114
"312",0.06602002,0.1137,0.01083045,9.051e-05,4.352e-05,0.000109,1.481e-05,7.225e-05,0.0190309,0.1049
"313",0.06582091,0.1177559,0.01087027,9.181e-05,5.083e-05,0.00011702,1.581e-05,7.105e-05,0.01891911,0.10859133
"314",0.06319997,0.11380986,0.0113245,9.141e-05,4.88e-05,0.0001329,1.544e-05,7.194e-05,0.0199011,0.1114
"315",0.06390201,0.11699999,0.01091491,9.529e-05,4.784e-05,0.00012273,1.558e-05,7.566e-05,0.01971,0.10926784
"316",0.06483204,0.12547796,0.01076,9.106e-05,5.062e-05,0.00012455,1.505e-05,7.695e-05,0.01962713,0.11208001
"317",0.06303265,0.13750001,0.01049998,9.135e-05,5.1e-05,0.00012026,1.472e-05,7.451e-05,0.018962,0.1104
"318",0.0645,0.1395001,0.01067556,9.18e-05,6.974e-05,0.000126,1.466e-05,7.575e-05,0.01949869,0.11509101
"319",0.06310053,0.13651,0.01089999,9.317e-05,5.923e-05,0.000136,1.48e-05,7.685e-05,0.01884275,0.11355
"320",0.0645,0.15020004,0.01089976,9.259e-05,6.184e-05,0.00014045,1.488e-05,7.479e-05,0.01900155,0.116332
"321",0.06555029,0.14602499,0.01083275,9.431e-05,7.55e-05,0.00014203,1.489e-05,7.481e-05,0.01934,0.1243035
"322",0.0663,0.14059999,0.01074953,9.266e-05,8.21e-05,0.00012701,1.518e-05,7.557e-05,0.01906025,0.11869903
"323",0.06589762,0.137,0.01070102,9.315e-05,7.952e-05,0.00013132,1.505e-05,7.491e-05,0.019025,0.12029007
"324",0.06525187,0.14141101,0.01077001,9.289e-05,8.034e-05,0.00012902,1.518e-05,7.508e-05,0.0191,0.12540733
"325",0.067025,0.14415482,0.01105001,9.351e-05,7.461e-05,0.00013398,1.507e-05,7.634e-05,0.01918863,0.13587007
"326",0.06749983,0.1436,0.01128899,9.686e-05,7.137e-05,0.00013142,1.525e-05,7.609e-05,0.019225,0.13511482
"327",0.06753477,0.142,0.01132811,9.507e-05,7.101e-05,0.00013025,1.535e-05,8.198e-05,0.01938,0.13670092
"328",0.06721669,0.1399685,0.01116317,9.488e-05,7e-05,0.0001248,1.531e-05,7.855e-05,0.01919963,0.1556
"329",0.06704198,0.14010001,0.0112097,0.00010489,7.09e-05,0.00012289,1.57e-05,8.054e-05,0.01919999,0.14999982
"330",0.06500212,0.14085002,0.0113,0.0001046,7.059e-05,0.0001195,1.553e-05,7.973e-05,0.01891001,0.16160078
"331",0.06451808,0.14179999,0.01136276,0.00010697,7.02e-05,0.00012699,1.608e-05,8.1e-05,0.018943,0.15650003
"332",0.06510586,0.1401,0.01180004,0.00010628,6.712e-05,0.00012145,1.6e-05,8.05e-05,0.01890393,0.15571286
"333",0.06560584,0.13851406,0.0115199,0.0001032,6.556e-05,0.0001205,1.581e-05,7.78e-05,0.01879869,0.1579
"334",0.06451668,0.13850102,0.01159061,0.00010485,6.624e-05,0.0001178,1.533e-05,7.96e-05,0.01869176,0.14859533
"335",0.0643,0.13262673,0.011591,0.00010252,6.48e-05,0.00011471,1.509e-05,7.629e-05,0.01869302,0.1425
"336",0.0641,0.13467599,0.01187823,0.00010424,6.282e-05,0.00011741,1.493e-05,7.579e-05,0.01888,0.14169999
"337",0.06467121,0.13649,0.01225639,0.0001037,6.595e-05,0.0001298,1.507e-05,7.898e-05,0.01871841,0.14867
"338",0.06619999,0.14250191,0.01203565,0.0001012,7.203e-05,0.000129,1.524e-05,7.863e-05,0.01902,0.16138482
"339",0.06618,0.13958636,0.01198584,0.00010079,7.18e-05,0.0001241,1.519e-05,7.788e-05,0.01892013,0.1601377
"340",0.06575759,0.14038985,0.01240002,0.00010192,6.868e-05,0.00012505,1.516e-05,7.779e-05,0.01910701,0.15482845
"341",0.0655,0.14279995,0.01218001,0.000102,6.7e-05,0.000124,1.514e-05,7.779e-05,0.01909194,0.15844998
"342",0.0661,0.14441311,0.01282,0.00010138,6.751e-05,0.00012114,1.503e-05,7.845e-05,0.01921001,0.157171
"343",0.064988,0.14303006,0.0133224,0.00010109,6.563e-05,0.00012271,1.515e-05,7.744e-05,0.019205,0.15111129
"344",0.0655,0.14275711,0.0137049,0.00010094,6.742e-05,0.00011884,1.498e-05,7.636e-05,0.01934,0.155
"345",0.06575,0.14071522,0.01523,9.859e-05,6.523e-05,0.00011757,1.494e-05,7.842e-05,0.0197,0.14920008
"346",0.06654612,0.14183015,0.0154,0.00010025,6.475e-05,0.00011695,1.494e-05,7.928e-05,0.0205901,0.15233449
"347",0.0666951,0.13930004,0.01484264,9.833e-05,6.404e-05,0.00012799,1.521e-05,7.84e-05,0.019902,0.14805001
"348",0.06830693,0.1381,0.01689994,9.888e-05,6.357e-05,0.00011928,1.528e-05,7.859e-05,0.01967747,0.1436044
"349",0.06886102,0.13810001,0.01732199,9.81e-05,6.449e-05,0.00012073,1.519e-05,7.587e-05,0.01988299,0.144
"350",0.068332,0.13975,0.01740229,9.834e-05,6.351e-05,0.0001223,1.521e-05,7.63e-05,0.01999303,0.15021817
"351",0.06838935,0.14118888,0.01698975,9.897e-05,6.334e-05,0.00012171,1.509e-05,7.66e-05,0.02005056,0.14898099
"352",0.0699,0.1414455,0.01594445,9.899e-05,6.3e-05,0.00011938,1.51e-05,7.624e-05,0.02032129,0.15042491
"353",0.07,0.143154,0.01749874,0.0001008,6.3e-05,0.00012009,1.513e-05,7.641e-05,0.01998639,0.1485965
"354",0.07126543,0.14110009,0.01695883,0.00010621,6.26e-05,0.00012057,1.513e-05,7.726e-05,0.02014979,0.148
"355",0.07269828,0.14000002,0.01643894,0.0001057,6.231e-05,0.00012077,1.521e-05,7.7e-05,0.01988499,0.14676969
"356",0.07569956,0.14024989,0.01732,0.00010559,6.146e-05,0.00011861,1.516e-05,7.705e-05,0.01986847,0.14800024
"357",0.07830712,0.14083234,0.01694,0.00010377,6.171e-05,0.00011892,1.529e-05,7.781e-05,0.02020974,0.14740786
"358",0.0766752,0.14010003,0.01821999,0.00010442,6.905e-05,0.00011786,1.527e-05,7.813e-05,0.01961909,0.146
"359",0.0785,0.1395,0.01842,0.0001055,7.03e-05,0.0001192,1.52e-05,7.734e-05,0.02008001,0.14837635
"360",0.07629991,0.13899999,0.01899501,0.00010366,6.808e-05,0.0001183,1.531e-05,7.754e-05,0.01981094,0.14806667
