"","BTC_BCN","BTC_BELA","BTC_BLK","BTC_BTCD","BTC_BTM","BTC_BTS","BTC_BURST","BTC_CLAM","BTC_DASH","BTC_DGB","BTC_DOGE","BTC_EMC2","BTC_FLDC","BTC_FLO","BTC_GAME","BTC_GRC","BTC_HUC","BTC_LTC","BTC_MAID","BTC_OMNI","BTC_NAUT","BTC_NAV","BTC_NEOS","BTC_NMC","BTC_NOTE","BTC_NXT","BTC_PINK","BTC_POT","BTC_PPC","BTC_RIC","BTC_SJCX","BTC_STR","BTC_SYS","BTC_VIA","BTC_XVC","BTC_VRC","BTC_VTC","BTC_XBC","BTC_XCP","BTC_XEM","BTC_XMR","BTC_XPM","BTC_XRP","BTC_ETH","BTC_SC","BTC_BCY","BTC_EXP","BTC_FCT","BTC_RADS","BTC_AMP","BTC_DCR","BTC_LSK","BTC_LBC","BTC_STEEM","BTC_SBD","BTC_ETC","BTC_REP","BTC_ARDR","BTC_ZEC","BTC_STRAT","BTC_NXC","BTC_PASC","BTC_GNT"
"1",1,0.970855763875998,0.991161616161616,1.01149130166085,1.07913187049843,1.0145251396648,0.96045197740113,1.00747451700842,1.01031597872594,1.04395604395604,0.972222222222222,0.986036519871106,1.03555555555556,0.926160337552743,0.942232806134675,1.06646825396825,0.991383812010444,0.997511272307259,1.00260884688967,0.980131105696717,1.0166046028936,1.06760024178924,1.05471359209677,1.01604269293924,0.947275922671353,1.02402022756005,0.957198443579767,1.0422943221321,1.00139989182654,1.02986906710311,1.15138547580714,1.00735294117647,0.954168312919795,1.03053173241852,1.05096203848154,0.971718636693256,1.04275956284153,1.03851244127644,1.03765076656213,0.962256325176275,0.97180257181181,0.967735206174814,1.03041825095057,0.996686699587007,0.984126984126984,1.04429649014778,0.994314293235062,0.979586848247597,0.964125890596479,0.987809208190318,1.02892866095331,0.980769230769231,1.02581477896096,0.976965065502183,0.980470392979345,0.97993540876488,0.987492125369502,0.993862520458265,0.991291603668838,1.02792430000189,1.02180344034184,1.00234294337225,1.02540444893832
"2",1.06666666666667,0.985181644359465,0.970005790387956,0.983314541408155,0.928976894762517,1.00550660792952,0.982352941176471,0.978779567797295,1.01205597865242,0.957894736842105,1.05714285714286,1.02505446623094,1,0.996962794229309,0.967748088569567,0.948837209302326,0.979720832235976,1.01379367829168,0.993523765467792,1.0190484645813,0.982465621809884,1.00896480135888,0.9779140777797,0.97507959338688,1.01205936920223,0.964197530864197,1.00406504065041,1.00361311839911,0.993073868149325,0.994437822804926,1.05298988040478,1.01824817518248,1.03809523809524,1.02896138482024,1.01917367639782,0.995074626865672,0.966985457880257,0.960740923226509,0.989942947007644,0.982327586206897,0.995237627863365,1.01595171373141,1.04633046330463,0.990040108663401,1.01612903225806,0.93447576930164,0.934769947582993,1.03095667378983,0.993281929918314,0.975197699496765,0.999992197172255,0.996078431372549,0.998741742686379,0.99642418147279,1.00869555135593,1.00215752624096,0.979957470010905,0.99135446685879,0.996408839779006,0.988596652565753,1.02241046536564,0.996434372647676,0.989276469863182
"3",0.9375,1.01193595342067,1.03521967526266,0.990565669603326,1.01226876715599,0.982475355969332,1,1.01262817864253,0.982641921471696,1.01098901098901,0.972972972972973,0.973432518597237,0.952789699570815,1,1.05269209290102,1.00392156862745,1.02204301075269,1.01106168142891,1.0274124083343,1.04281344381631,1.04357924332254,0.990927796483352,1.04135998149685,0.993967017485705,0.998166819431714,1.02048655569782,0.898785425101215,0.974522292993631,0.997376587644368,0.966440271673991,0.987349292329198,0.989247311827957,1.0446749102513,0.945583953413135,0.95776186430392,0.99730013499325,1.10459287359436,0.998395324025653,0.971981033688244,1.06143045195261,0.999828813428966,0.971497277035151,0.931034482758621,0.99885877310883,1,0.964388531766376,1.04784291513263,0.987727091571839,1.03875182537853,0.988696400049146,0.977962041547781,1.04186922286888,0.984409448818898,1.0083548278569,0.953701681589867,1.0183166991702,1.0104793900877,0.989202657807309,1.02038887348674,1.02466976744186,1.00262191924489,0.995268577790148,0.990032394717169
"4",1,0.999904104334484,0.956867719986161,0.984842516105963,0.955952745879412,1.00334448160535,0.958083832335329,0.971816671117837,0.99805507447177,0.978260869565217,0.972222222222222,0.99235807860262,1,0.987814166031988,1.00463410828522,1.021484375,0.978169384534456,1.07690989010989,0.984875092052342,0.979249360419134,0.98611924563664,1.00151014629542,0.953737212735658,1.00060029014023,1.01928374655647,0.993099121706399,1.00225225225225,0.983802216538789,0.987297514033681,1.00124018189334,1.07914203801366,0.971014492753623,0.966399389079801,0.989120021896811,0.976809022937524,1.00225597834261,0.979148779590335,1.00289169219461,0.991884119448794,0.972715998346424,1.0118294044665,0.988424577751893,1.01094276094276,0.987217413377332,0.952380952380952,0.97370573321338,0.986720481450116,0.936830158504972,0.96742926482775,1.01938610662359,1.01157890070922,1.00062432228173,1,0.995440137908024,1.04190519807648,0.939699586932032,0.975800572222748,0.953820319059614,0.991812982650747,0.99395380928172,0.971966527196653,1.04282518376478,0.990812987666751
"5",1.06666666666667,0.995492471468303,1.011932023623,1.01604461538462,0.994943390641573,1.02555555555556,1.01875,1.05316915654557,0.996350886813113,1.06666666666667,1.02857142857143,0.963696369636964,1.03603603603604,0.980724749421742,1.00588628139221,0.969407265774379,1.02635116966927,1.00011836879635,1.00218566662832,1.00994773033631,1.00647383738196,0.999905758175478,1.04664383561644,1.02831336344093,0.985585585585586,0.987365761212887,1.16404494382022,1.01964182553437,1.01554631404529,1.01857968620974,1.01249631014464,1.01865671641791,1.00948241801659,1.00041508128675,1.01868188894655,0.979891956782713,1.0829262182137,1.09581386741445,1.00270122388398,1.00977475563111,1.00271110541614,0.987552478456213,1.11448792672773,1.01131020381611,1.08333333333333,1.10885725085045,1.03737993499142,1.01971392777984,1.03076864244742,1.00902108984518,1.00564387004726,0.992414291343754,0.972484402495601,1.02133958996704,0.983227299016773,1.01992870900968,1.02373079145524,1.00968309859155,1.00142358438276,0.998940503808706,0.988484718037021,0.984446828072326,0.997078623142385
"6",1,1.002408477842,1.02572653644593,1.00458944110571,0.994248314161047,1.05633802816901,1.03680981595092,0.991860077412621,1.00840511614857,1.01041666666667,1.02777777777778,0.984018264840183,1.01739130434783,1.04638364779874,1.02766883858815,1.02564102564103,1.01807702384071,0.991506003444532,1.02416207529844,1.01362107286598,1.00336362563437,0.94062205466541,1.01045743079641,1.02917058308754,1.05575868372943,1.00255918106206,0.909266409266409,1.00396600566572,1.05704230984564,1.0498581272801,0.984029802397149,1.01465201465201,1.01135029354207,1.24472719728926,1.04788588894549,1.02098009188361,1.03227299016773,0.954159890214903,0.992109463939058,1.05934343434343,1.00527670283725,0.997091288782816,0.998505790063504,0.99666143758279,0.969230769230769,1.01204408589933,1.03693076801211,0.99559881735092,1.00865900439999,1.04506463694575,1.02867797065101,1.0143939644618,0.999177496298733,1.01651807690204,1.04711764705882,0.987564109094186,0.995320204918801,1.0283347863993,0.998579351170166,0.992941391606474,0.993032117583016,0.995486030041248,1.00203821656051
"7",0.9375,0.997693416626622,1.02647468648398,1.00458806861001,1.02234191103132,0.974358974358974,0.988165680473373,0.994212176353233,0.989620381758138,1,1,1.02320185614849,1.0042735042735,0.993238166791886,1.00177288981039,0.991346153846154,0.981471950591868,0.998605650050063,1.00537965816755,0.976555670790429,0.997353408222079,1.05981963927856,0.990790632609709,0.995307529997166,0.998268398268398,0.998085513720485,1.07855626326964,1.00761851015801,0.981704272029782,0.967567567567568,0.999012410705468,1.00361010830325,0.991486068111455,0.872611111111111,0.975571220223627,1.00149992500375,0.955177050649933,0.992827336894052,0.98881291746089,1.06197854588796,0.999987227217461,1.02932156481412,1.00448933782267,0.985607139185495,1.03174603174603,0.964821675835485,1.01390327125808,1.03389091754405,1.00000735618655,1.00728323699422,1.03354854122596,1.00515396659708,0.98831083305894,1.0271186440678,0.985854727262513,0.999773858880006,0.994757688465142,0.988978380669775,1.00274434675891,0.997532182913129,0.98651463655301,1.00105542959894,1.0233918128655
"8",1,1.00183026683364,1.02941176470588,0.980616770492,1.03914634146341,1.04842105263158,1.0059880239521,0.998360860584945,1.0034880171619,1.01030927835052,1,0.997732426303855,0.991489361702128,0.998487140695915,1.05334753134561,0.992240543161979,0.996853696906135,1.0069485091053,0.995819631012764,0.999958278099226,1.00501238353579,1.03053795972393,1.00030068110808,0.996582711049234,1.01647875108413,1.01726342710997,1.00393700787402,0.978157378885466,0.999953755086941,1.01436552274541,1.01782713283026,1.00719424460432,1.00780640124902,1.01184185395047,1.02317179519123,0.97244271379362,1.00879868606288,1.00998867757969,1.03267179867523,0.9884025439581,0.999756705796484,1.0066855606424,0.996275605214153,1.00373462015401,0.984615384615385,0.980024048718048,0.961122459230486,0.981053381049634,0.996344002177415,0.99632732698267,0.942615224465373,1.00765885636399,1.00966183574879,0.985646183665986,0.997071091559729,1.01053976618862,0.999326365390547,1.02014573510501,1.00898855817903,1.00073848426105,0.975438986441431,0.948885157561795,1.01776397515528
"9",1,0.997980769230769,0.979120879120879,1.00361850409664,1.05574463091186,1.03112449799197,0.988095238095238,0.99021527859583,1.01138265451733,1.01020408163265,1,1.01590909090909,0.987124463519313,1.03863636363636,0.969416086455085,1.0019550342131,1.00999473961073,1.04455942535923,1.00067166685324,1.01563877946969,1.00745173971719,1.00192660550459,1.0061294369805,1.0000317500635,1.02133105802048,1.01822752985544,0.990196078431372,1.01975379330089,0.994974487043118,0.988985051140834,0.994625744625745,1.01071428571429,0.99147947327653,1.03649405398603,1.00791428223548,1.03095641460034,0.997325270380277,1.00003975157019,1.01289981054274,0.980696442089326,1.00268114619456,0.990976683750812,1.00373831775701,1.00211294045809,1.03125,0.995488007599145,1.01224653334262,1.01222502759751,1.02662354921591,0.973390162423684,1.0139147826087,1.00257648953301,0.989935654182478,1.00095668349721,1.02881505103499,1.00503035491294,1.00946175410136,1.01848739495798,0.996570397111913,0.994354764320635,1.01036800729179,1.01378600823045,0.991578176492128
"10",1,0.992484825127662,0.997530864197531,1.01150545011053,1.02223210315696,0.962999026290166,0.981927710843373,1.00801516785011,0.999033418177929,1,1,0.979865771812081,0.98695652173913,0.967906637490883,0.998457810090328,1.02439024390244,1.00651041666667,1.02688719311773,1.02449938471865,1.00066663554456,0.990040768782761,0.968043219485395,0.974215756316166,0.995777375623075,0.974101921470342,1,1.18217821782178,0.994104435710275,0.993942023147359,0.97255369928401,1.0039059957034,1,1.03125,0.977478297820676,1.01075138922445,0.985957573946818,0.981693097014925,0.999246250188437,0.972750194837941,0.993052875337707,1.00600325100251,1.00575466200466,0.988454376163873,1.00843960247048,0.984848484848485,1.00695769720102,0.989588173541914,1.02545853860102,0.984379719525351,1.00923076923077,1.03516117468066,0.982974622550594,1.01,1.00244252110657,0.967425841573159,1.01269462949577,1.00468653421634,1.02681518151815,0.995474370585039,0.974730514480788,1.03450608930988,1.02167647655774,0.989906450024619
