,date,BTC_BCN,BTC_BELA,BTC_BLK,BTC_BTCD,BTC_BTM,BTC_BTS,BTC_BURST,BTC_CLAM,BTC_DASH,BTC_DGB,BTC_DOGE,BTC_EMC2,BTC_FLDC,BTC_FLO,BTC_GAME,BTC_GRC,BTC_HUC,BTC_LTC,BTC_MAID,BTC_OMNI,BTC_NAUT,BTC_NAV,BTC_NEOS,BTC_NMC,BTC_NOTE,BTC_NXT,BTC_PINK,BTC_POT,BTC_PPC,BTC_RIC,BTC_SJCX,BTC_STR,BTC_SYS,BTC_VIA,BTC_XVC,BTC_VRC,BTC_VTC,BTC_XBC,BTC_XCP,BTC_XEM,BTC_XMR,BTC_XPM,BTC_XRP,BTC_ETH,BTC_SC,BTC_BCY,BTC_EXP,BTC_FCT,BTC_RADS,BTC_AMP,BTC_DCR,BTC_LSK,BTC_LBC,BTC_STEEM,BTC_SBD,BTC_ETC,BTC_REP,BTC_ARDR,BTC_ZEC,BTC_STRAT,BTC_NXC,BTC_PASC,BTC_GNT
75,1493784000,1.6e-7,8.247e-5,9.218e-5,0.00728941,0.00025385,1.029e-5,1.89e-6,0.00143552,0.06124936,6.6e-7,4.4e-7,7.66e-6,2.14e-6,1.195e-5,0.000617,9.2e-6,3.831e-5,0.012531,0.00017316,0.0054694,0.0001466,0.00015333,0.00059292,0.00087382,1.051e-5,1.891e-5,7.33e-6,2.915e-5,0.00086088,3.116e-5,0.00027851,3.31e-6,3.593e-5,0.00013449,6.905e-5,6.153e-5,9.871e-5,0.03185106,0.00302652,3.613e-5,0.01607356,0.000184,3.731e-5,0.0526312,8.3e-7,0.00022078,0.00068804,0.00526239,0.00101799,7.238e-5,0.0097763,0.00036879,5.25e-5,0.00018306,0.00087093,0.00444221,0.01132425,3.298e-5,0.06200167,0.00057426,7.462e-5,0.00024916,0.0001524
76,1493798400,1.5e-7,8.255e-5,9.673e-5,0.00719437,0.0002527,1.057e-5,1.72e-6,0.00145362,0.059988,6.9e-7,4.5e-7,7.43e-6,2.12e-6,1.192e-5,0.00060916,9.45e-6,3.35e-5,0.01210399,0.00017138,0.00507239,0.00014615,0.0001551,0.00059,0.00086931,1.07e-5,1.896e-5,7.31e-6,2.919e-5,0.00089568,3.141e-5,0.00028969,3.31e-6,3.77e-5,0.00013644,7.072e-5,6.163e-5,0.00010842,0.03273967,0.00296,3.665e-5,0.016006,0.00016918,3.758e-5,0.05279901,8.6e-7,0.00021786,0.00066549,0.00521857,0.00099109,7.404e-5,0.00978656,0.00036724,5.151e-5,0.00018595,0.00086887,0.00456111,0.011167,3.456e-5,0.06290148,0.0006288,7.665e-5,0.00024775,0.0001566
77,1493812800,1.6e-7,8.412e-5,9.8e-5,0.0076556,0.00025129,1.052e-5,1.73e-6,0.0014377,0.06150262,7.3e-7,4.6e-7,7.81e-6,2.11e-6,1.221e-5,0.00063512,9.45e-6,3.354e-5,0.01259999,0.00017783,0.00525991,0.00014752,0.00016998,0.00059806,0.0008971,1.07e-5,1.941e-5,7.29e-6,2.99e-5,0.0009,3.275e-5,0.00030077,3.51e-6,3.653e-5,0.00014447,7.114e-5,6.358e-5,0.0001025,0.03164183,0.00305803,3.684e-5,0.016374,0.00017,3.88e-5,0.05431603,8.6e-7,0.00022017,0.000675,0.0053,0.00104964,7.415e-5,0.0101,0.00038261,5.514e-5,0.00019489,0.00088544,0.0045726,0.01147587,3.327e-5,0.06218999,0.0007035,7.458e-5,0.00024687,0.00015532
78,1493827200,1.5e-7,8.206e-5,9.385e-5,0.00709544,0.00024777,1.039e-5,1.71e-6,0.00140237,0.05941,6.8e-7,4.5e-7,7.54e-6,2.05e-6,1.176e-5,0.00061,9.34e-6,3.351e-5,0.01432445,0.00017208,0.00506752,0.00014484,0.0001604,0.000717,0.00098012,1.038e-5,1.812e-5,6.87e-6,2.862e-5,0.0010208,3.026e-5,0.00026588,3.4e-6,3.486e-5,0.00014308,7.416e-5,6.071e-5,0.000103,0.03151001,0.00291878,3.567e-5,0.01666206,0.00016846,3.827e-5,0.05233927,8.1e-7,0.00021076,0.00064942,0.00505696,0.00110219,6.934e-5,0.009684,0.00038011,5.078e-5,0.00017901,0.00087588,0.0043736,0.01125194,3.203e-5,0.06001001,0.00067651,7.246e-5,0.00024603,0.00014705
79,1493841600,1.6e-7,8.182e-5,9.847e-5,0.00714151,0.00025275,1.058e-5,1.7e-6,0.00140884,0.06053111,7.0e-7,4.6e-7,7.47e-6,2.1e-6,1.217e-5,0.00060399,9.85e-6,3.49e-5,0.01418535,0.00017049,0.00496844,0.00014332,0.00015108,0.00079666,0.00101656,1.055e-5,1.894e-5,7.02e-6,2.931e-5,0.00099573,3.036e-5,0.00027363,3.47e-6,3.627e-5,0.0001453,7.199e-5,6.185e-5,0.00010967,0.03269905,0.00288808,3.54e-5,0.01687982,0.00017811,4.096e-5,0.05311562,8.3e-7,0.00021602,0.00063623,0.00502959,0.00106008,7.308e-5,0.00964858,0.00036529,4.938e-5,0.00018726,0.00087402,0.00445258,0.01107179,3.342e-5,0.060863,0.0006948,7.245e-5,0.00024212,0.00014999
80,1493856000,1.5e-7,8.489e-5,9.912e-5,0.00714961,0.00025505,1.141e-5,1.71e-6,0.001455,0.0612,7.0e-7,4.7e-7,7.45e-6,2.12e-6,1.212e-5,0.00063816,9.75e-6,3.358e-5,0.01460092,0.00016903,0.00505367,0.00014276,0.00016111,0.00072478,0.00104596,1.099e-5,1.904e-5,6.99e-6,2.913e-5,0.00105576,2.931e-5,0.00027904,3.55e-6,3.7e-5,0.00015672,8.199e-5,6.174e-5,0.00011514,0.03237542,0.0029573,3.621e-5,0.016875,0.00018176,4.207e-5,0.0535,8.3e-7,0.00022795,0.00065282,0.00516447,0.00109349,7.455e-5,0.00971445,0.00037835,5.277e-5,0.00018741,0.0008896,0.004505,0.01127185,3.485e-5,0.0622,0.000673,7.475e-5,0.00024826,0.00015035
81,1493870400,1.5e-7,8.415e-5,9.915e-5,0.0068881,0.000255,1.147e-5,1.72e-6,0.00147055,0.06163,7.0e-7,4.7e-7,7.61e-6,2.15e-6,1.227e-5,0.000625,9.56e-6,3.434e-5,0.01399841,0.00017478,0.0049997,0.00014281,0.00015954,0.00069964,0.00101988,1.043e-5,1.916e-5,7.06e-6,2.906e-5,0.00103233,2.975e-5,0.00028448,3.73e-6,3.639e-5,0.00014971,7.498e-5,6.226e-5,0.0001163,0.03203928,0.00305803,3.675e-5,0.017,0.0001814,4.309e-5,0.05598,8.7e-7,0.00022393,0.00063362,0.00540021,0.00109437,7.39e-5,0.01010003,0.00037054,5.075e-5,0.00018507,0.00087001,0.00462,0.01120746,3.441e-5,0.06290147,0.00066959,7.348e-5,0.00024015,0.00016101
82,1493884800,1.5e-7,8.265e-5,9.915e-5,0.00706092,0.00025502,1.162e-5,1.73e-6,0.001461,0.0620011,6.9e-7,4.7e-7,7.56e-6,2.1e-6,1.223e-5,0.00060617,9.62e-6,3.33e-5,0.0142,0.00017483,0.00486773,0.00014717,0.00016149,0.00067474,0.00116648,1.079e-5,1.913e-5,7.2e-6,3.009e-5,0.00121,3.0e-5,0.00027432,3.81e-6,3.625e-5,0.00015358,7.306e-5,6.261e-5,0.00012363,0.03233254,0.0031,3.699e-5,0.01661016,0.00017923,4.53e-5,0.0566,8.7e-7,0.00022233,0.00063545,0.00527461,0.00114447,7.1e-5,0.00983002,0.0003609,5.215e-5,0.00018731,0.00087008,0.00468998,0.01123448,3.519e-5,0.0651644,0.000706,7.7e-5,0.00024275,0.00016161
83,1493899200,1.5e-7,8.361e-5,9.864e-5,0.0079,0.00024485,1.147e-5,1.77e-6,0.00148059,0.0609585,6.9e-7,4.8e-7,7.5e-6,2.15e-6,1.215e-5,0.00061297,9.53e-6,3.388e-5,0.01441663,0.00017165,0.00501078,0.00014798,0.0001599,0.00071073,0.00120494,1.165e-5,1.907e-5,7.1e-6,2.883e-5,0.00124744,3.097e-5,0.0002828,4.13e-6,4.085e-5,0.00014786,7.342e-5,6.275e-5,0.00012668,0.0330745,0.00302688,4.086e-5,0.016505,0.00019971,4.799e-5,0.05646508,8.9e-7,0.00021277,0.00064999,0.00522628,0.00125129,7.164e-5,0.00988868,0.0003635,5.261e-5,0.00018917,0.00087594,0.00459059,0.01117175,3.456e-5,0.06410001,0.0007,7.664e-5,0.00025262,0.00016263
84,1493913600,1.5e-7,8.449e-5,9.97e-5,0.00774639,0.00024447,1.16e-5,1.82e-6,0.00146301,0.06088775,6.8e-7,4.7e-7,7.44e-6,2.07e-6,1.295e-5,0.000616,9.83e-6,3.329e-5,0.01522,0.000179,0.0051642,0.0001475,0.00015125,0.000716,0.00132382,1.124e-5,1.868e-5,6.89e-6,2.846e-5,0.00125893,3.0e-5,0.00027999,4.2e-6,3.997e-5,0.00014289,7.59e-5,6.213e-5,0.00013047,0.0322573,0.00306584,3.941e-5,0.01671998,0.00020143,4.858e-5,0.05857988,9.4e-7,0.00021897,0.00066092,0.00516892,0.0011901,7.734e-5,0.00974,0.00036738,5.167e-5,0.00018899,0.00087716,0.00456682,0.01122197,3.435e-5,0.06316,0.00071,7.527e-5,0.00024894,0.00016423
85,1493928000,1.5e-7,8.757e-5,0.00010072,0.00781141,0.00025383,1.178e-5,1.78e-6,0.00151977,0.06053695,7.1e-7,4.9e-7,7.6e-6,2.14e-6,1.283e-5,0.00063998,1.003e-5,3.374e-5,0.01542623,0.00017289,0.00527018,0.00014652,0.000154,0.00069869,0.00128047,1.168e-5,1.885e-5,6.97e-6,2.89e-5,0.0013299,2.98e-5,0.00027965,4.34e-6,4.068e-5,0.00014196,7.71e-5,6.311e-5,0.00012489,0.0333305,0.00295035,4.15e-5,0.01701042,0.00022407,5.193e-5,0.06150021,9.7e-7,0.000226,0.00066954,0.00538404,0.00114713,7.802e-5,0.00992311,0.00037927,5.255e-5,0.000189,0.00089314,0.004802,0.01125429,3.304e-5,0.06453828,0.00075149,7.252e-5,0.00024805,0.00016117
86,1493942400,1.5e-7,8.385e-5,0.0001036,0.00804,0.00025037,1.248e-5,1.79e-6,0.00150364,0.06108022,7.3e-7,5.1e-7,7.47e-6,2.07e-6,1.352e-5,0.00063239,9.78e-6,3.399e-5,0.01634034,0.00017231,0.00577001,0.00014999,0.00015515,0.0007005,0.00140406,1.119e-5,1.928e-5,6.86e-6,2.889e-5,0.00140563,2.994e-5,0.0002833,4.87e-6,3.832e-5,0.00014588,7.607e-5,6.402e-5,0.0001215,0.03335619,0.00303981,4.895e-5,0.01679999,0.00020568,5.659e-5,0.06122167,1.1e-6,0.000225,0.00065679,0.00522301,0.00115425,7.529e-5,0.00981301,0.00037341,5.398e-5,0.00019071,0.00087713,0.00464539,0.01124694,3.6e-5,0.06453843,0.000803,7.212e-5,0.00024774,0.00016152
87,1493956800,1.6e-7,8.684e-5,0.00011311,0.0081,0.00025312,1.401e-5,1.87e-6,0.00150414,0.0606,7.9e-7,5.4e-7,7.37e-6,2.09e-6,1.356e-5,0.00064729,9.5e-6,3.325e-5,0.01645,0.00017253,0.00553101,0.00014499,0.00015145,0.00069317,0.00134928,1.168e-5,2.111e-5,7.0e-6,2.869e-5,0.00138695,3.151e-5,0.000295,6.38e-6,4.058e-5,0.00014173,7.738e-5,6.346e-5,0.00012539,0.03262919,0.00302688,4.642e-5,0.0176199,0.00021668,5.648e-5,0.06034,1.14e-6,0.000235,0.0006618,0.005298,0.00117641,7.506e-5,0.00982862,0.0003701,5.981e-5,0.00021308,0.00089001,0.00468613,0.01142242,3.927e-5,0.06819112,0.000825,7.256e-5,0.00024972,0.00016351
88,1493971200,1.5e-7,8.601e-5,0.00011366,0.00829259,0.00027196,1.518e-5,1.92e-6,0.0020896,0.06299997,7.8e-7,5.6e-7,7.37e-6,2.2e-6,1.399e-5,0.00066,9.42e-6,3.445e-5,0.01683513,0.0001753,0.00639642,0.0001476,0.00015708,0.00067901,0.00132949,1.185e-5,2.171e-5,6.9e-6,2.947e-5,0.00134465,2.914e-5,0.00029888,7.7e-6,3.95e-5,0.00014405,8.081e-5,6.557e-5,0.00012997,0.03197423,0.0030547,4.807e-5,0.01793998,0.00022483,6.622e-5,0.0605001,1.13e-6,0.0002316,0.0006538,0.00552323,0.00119002,7.763e-5,0.01034525,0.0003945,5.908e-5,0.00020309,0.00086426,0.00460583,0.0113819,4.026e-5,0.06942691,0.00080081,7.958e-5,0.00026001,0.00016319
89,1493985600,1.5e-7,8.863e-5,0.00011345,0.00855526,0.00026727,1.403e-5,2.0e-6,0.0018995,0.06607329,8.9e-7,5.5e-7,7.4e-6,2.29e-6,1.46e-5,0.00066027,9.6e-6,3.559e-5,0.01714875,0.0001881,0.00609428,0.00014977,0.00016462,0.00069003,0.00135819,1.22e-5,2.325e-5,7.85e-6,2.945e-5,0.00135487,3.025e-5,0.00027875,7.13e-6,4.186e-5,0.00014988,8.081e-5,6.708e-5,0.00013691,0.032,0.00309208,4.744e-5,0.01910001,0.00021744,6.7e-5,0.06175988,1.24e-6,0.00023253,0.00065504,0.00585554,0.00123168,8.166e-5,0.01035914,0.00040987,5.696e-5,0.00020566,0.00087572,0.00478,0.01125192,4.211e-5,0.0704942,0.000799,7.835e-5,0.00025451,0.00016261
90,1494000000,1.4e-7,8.717e-5,0.00010375,0.0081301,0.00027551,1.523e-5,1.95e-6,0.00176997,0.06290479,8.8e-7,5.3e-7,7.95e-6,2.33e-6,1.39e-5,0.00065029,9.74e-6,3.502e-5,0.01607,0.00018,0.0056,0.00015615,0.00016112,0.00069339,0.00129623,1.191e-5,2.166e-5,7.82e-6,2.896e-5,0.0013147,2.981e-5,0.00028268,6.79e-6,3.829e-5,0.0001392,8.1e-5,6.599e-5,0.00013164,0.03160057,0.00307893,4.642e-5,0.01789699,0.0001917,6.197e-5,0.05769726,1.16e-6,0.000233,0.0006473,0.00537646,0.00118098,7.713e-5,0.01005353,0.00038931,5.613e-5,0.00019934,0.000873,0.00449244,0.01095001,3.908e-5,0.06635832,0.00076205,7.606e-5,0.00025489,0.0001556
91,1494014400,1.5e-7,8.77e-5,0.00010444,0.00803794,0.00028693,1.486e-5,1.98e-6,0.00185002,0.06380001,8.7e-7,5.3e-7,8.0e-6,2.58e-6,1.427e-5,0.0006468,9.8e-6,3.501e-5,0.01696,0.0001807,0.00572926,0.00015616,0.00016099,0.00070034,0.00133832,1.169e-5,2.137e-5,7.71e-6,3.051e-5,0.00134281,3.242e-5,0.00028722,7.0e-6,3.905e-5,0.00014075,8.517e-5,6.815e-5,0.00015689,0.0321416,0.00311856,4.691e-5,0.01839534,0.00020556,6.045e-5,0.0593,1.24e-6,0.00024,0.00065083,0.00551428,0.00118488,7.961e-5,0.01025478,0.000382,5.404e-5,0.00021238,0.00088,0.00462655,0.01101231,3.795e-5,0.06643715,0.0007706,7.797e-5,0.00025613,0.00015501
92,1494028800,1.5e-7,8.883e-5,0.00010886,0.00823961,0.00029101,1.739e-5,1.98e-6,0.00195104,0.06421382,9.4e-7,5.6e-7,7.81e-6,2.64e-6,1.409e-5,0.00065481,1.002e-5,3.488e-5,0.01741012,0.00017889,0.00625026,0.0001562,0.00015999,0.00073003,0.00137974,1.245e-5,2.311e-5,7.53e-6,3.25e-5,0.0013524,3.413e-5,0.00029698,8.51e-6,3.921e-5,0.00014173,8.554e-5,6.68e-5,0.00014669,0.03239682,0.00315638,4.805e-5,0.01911401,0.00020286,6.461e-5,0.059674,1.36e-6,0.00023401,0.00065998,0.00557609,0.0012074,8.241e-5,0.01039065,0.00038592,5.59e-5,0.00020826,0.00087473,0.00454426,0.01105473,3.855e-5,0.06877504,0.00079,7.798e-5,0.0002609,0.00015691
93,1494043200,1.5e-7,9.102e-5,0.0001043,0.00806932,0.0002899,1.582e-5,1.98e-6,0.00187748,0.06350001,1.03e-6,5.5e-7,7.75e-6,2.61e-6,1.383e-5,0.000645,9.89e-6,3.545e-5,0.01689582,0.00018072,0.00600243,0.00015739,0.0001655,0.00071086,0.00133678,1.244e-5,2.216e-5,7.52e-6,3.256e-5,0.00131,3.221e-5,0.00029846,7.95e-6,4.214e-5,0.00014193,8.893e-5,6.798e-5,0.00014166,0.03213,0.003145,4.73e-5,0.01864605,0.00020197,6.3e-5,0.05870504,1.44e-6,0.00023054,0.0006673,0.00560678,0.00120601,8.205e-5,0.01030001,0.000394,5.6e-5,0.00020427,0.00088532,0.00458139,0.01114967,3.908e-5,0.06704411,0.0007826,7.834e-5,0.0002591,0.0001555
94,1494057600,1.6e-7,9.416e-5,0.00010585,0.00818647,0.00030715,1.769e-5,2.07e-6,0.00193618,0.064028,1.14e-6,5.6e-7,7.8e-6,2.88e-6,1.478e-5,0.00064575,1.023e-5,3.57e-5,0.01682584,0.00018102,0.0061999,0.0001591,0.00017648,0.00071152,0.00131909,1.252e-5,2.168e-5,7.75e-6,3.3e-5,0.00132349,3.469e-5,0.0002968,1.011e-5,4.247e-5,0.0001452,9.647e-5,7.39e-5,0.000158,0.036,0.00333,4.709e-5,0.01860191,0.0002023,6.289e-5,0.058845,1.38e-6,0.00024046,0.0006948,0.00573158,0.00123761,8.489e-5,0.01058704,0.00039,5.796e-5,0.00021233,0.00089267,0.00449199,0.01116408,4.1e-5,0.06610501,0.00076638,7.954e-5,0.0002728,0.00015685
95,1494072000,1.9e-7,9.503e-5,0.00010965,0.00810426,0.00032013,1.723e-5,2.3e-6,0.00187002,0.064,1.24e-6,5.6e-7,7.87e-6,3.66e-6,1.485e-5,0.0006451,1.1e-5,3.905e-5,0.01690393,0.00018696,0.0064,0.00016152,0.00017363,0.00072813,0.00132412,1.359e-5,2.195e-5,8.17e-6,3.329e-5,0.00130515,3.669e-5,0.00031185,9.9e-6,4.236e-5,0.00014259,0.000106,7.56e-5,0.0001586,0.03502571,0.00426938,4.573e-5,0.018274,0.0002,6.22e-5,0.05972503,1.35e-6,0.00024141,0.00070142,0.00624,0.00126416,8.499e-5,0.01056007,0.00040969,5.798e-5,0.00022333,0.00088766,0.0044555,0.01118438,4.046e-5,0.06548347,0.00076798,8.119e-5,0.00029254,0.00015594
96,1494086400,1.9e-7,9.595e-5,0.00010784,0.00776169,0.00033659,1.802e-5,2.37e-6,0.00224717,0.06221166,1.19e-6,7.2e-7,8.35e-6,3.05e-6,1.449e-5,0.00064486,1.197e-5,4.028e-5,0.017308,0.00018404,0.00685194,0.00016937,0.00017563,0.0007338,0.00134156,1.39e-5,2.384e-5,8.01e-6,3.48e-5,0.00135219,3.505e-5,0.00033,1.245e-5,4.172e-5,0.00014899,0.0001106,7.822e-5,0.0001748,0.03416384,0.00432,4.662e-5,0.018217,0.00020047,6.301e-5,0.05933002,1.36e-6,0.00024712,0.00071008,0.00638144,0.00125653,8.34e-5,0.01067955,0.0004151,6.09e-5,0.000245,0.00092157,0.00444398,0.01117835,4.265e-5,0.06603488,0.00076922,8.01e-5,0.00036915,0.00016219
97,1494100800,1.9e-7,9.5e-5,0.00011551,0.0078629,0.00033999,2.022e-5,2.36e-6,0.00243445,0.06302187,1.23e-6,7.8e-7,8.93e-6,3.13e-6,1.456e-5,0.00064767,1.125e-5,4.154e-5,0.017956,0.00018426,0.0068694,0.00017789,0.00017594,0.00075046,0.00136856,1.465e-5,2.367e-5,7.94e-6,3.698e-5,0.00136612,3.33e-5,0.00036162,1.409e-5,4.194e-5,0.00015003,9.861e-5,7.79e-5,0.00018384,0.03607,0.00459999,4.629e-5,0.01841032,0.00021815,6.45e-5,0.0604899,1.63e-6,0.00024,0.00071071,0.00619,0.00123221,8.548e-5,0.01079551,0.00040902,6.435e-5,0.00025408,0.00093734,0.00445949,0.01109648,4.211e-5,0.06883909,0.00076531,8.065e-5,0.00033965,0.00016
98,1494115200,2.3e-7,9.111e-5,0.00012764,0.00796544,0.00032851,2.052e-5,2.36e-6,0.00228,0.06282194,1.14e-6,8.5e-7,8.72e-6,3.43e-6,1.506e-5,0.00063687,1.137e-5,4.042e-5,0.01901681,0.00019896,0.00701993,0.00017493,0.0001771,0.00073261,0.00141836,1.511e-5,2.85e-5,7.9e-6,3.61e-5,0.001406,3.339e-5,0.00035486,1.35e-5,4.192e-5,0.00014967,9.809e-5,8.003e-5,0.00017605,0.03575,0.00411793,4.637e-5,0.018378,0.00022165,6.302e-5,0.0595,1.57e-6,0.00024897,0.00071908,0.0065,0.00122691,8.72e-5,0.01155501,0.00043409,6.192e-5,0.00030494,0.00096022,0.0044929,0.01115181,4.232e-5,0.06850827,0.00075123,8.213e-5,0.00036456,0.00015948
99,1494129600,3.3e-7,9.447e-5,0.00012396,0.00824545,0.00034,2.032e-5,2.35e-6,0.00258614,0.0626,1.17e-6,8.5e-7,8.9e-6,3.15e-6,1.653e-5,0.00064,1.255e-5,4.175e-5,0.01972,0.00021601,0.00701,0.00017392,0.00017903,0.00076,0.00163065,1.487e-5,2.899e-5,7.87e-6,3.746e-5,0.00163291,3.422e-5,0.00036632,1.342e-5,4.178e-5,0.00016548,0.00010846,8.197e-5,0.00016894,0.04028557,0.00428948,4.516e-5,0.01880601,0.00021987,6.882e-5,0.05998999,1.69e-6,0.00026,0.000732,0.00650336,0.00129905,9.115e-5,0.0115,0.00040778,6.463e-5,0.00028999,0.00096508,0.00445894,0.01130886,4.317e-5,0.06701336,0.00075267,8.46e-5,0.00036178,0.00015993
100,1494144000,3.7e-7,9.54e-5,0.00012406,0.00842543,0.00035663,2.231e-5,2.34e-6,0.00244,0.06360925,1.12e-6,8.7e-7,9.96e-6,2.86e-6,1.63e-5,0.00069889,1.2e-5,3.97e-5,0.0191,0.00023384,0.00699998,0.00016845,0.00017898,0.00075657,0.00157711,1.598e-5,2.973e-5,7.83e-6,3.84e-5,0.00157553,3.519e-5,0.00036748,1.684e-5,4.899e-5,0.00015878,0.00010749,8.158e-5,0.00021323,0.03845807,0.00438624,5.5e-5,0.018762,0.000212,8.09e-5,0.06049997,1.62e-6,0.00025836,0.00073148,0.00674016,0.00124447,9.6e-5,0.0115324,0.00040465,6.224e-5,0.0003021,0.00095401,0.00445,0.01149,4.317e-5,0.06616502,0.00079,8.816e-5,0.00035,0.00016277
101,1494158400,3.4e-7,9.622e-5,0.00013142,0.00853531,0.00034278,2.406e-5,2.43e-6,0.00259789,0.06493,1.19e-6,8.7e-7,1.0e-5,3.19e-6,1.646e-5,0.00066844,1.237e-5,4.305e-5,0.01912,0.00021744,0.0066447,0.00016434,0.00017354,0.00081197,0.00158592,1.606e-5,2.863e-5,7.98e-6,3.872e-5,0.00157998,3.554e-5,0.00036301,1.882e-5,4.63e-5,0.00016853,0.00010418,8.457e-5,0.00028203,0.039,0.00432925,5.9e-5,0.01937878,0.00021249,8.21e-5,0.061019,1.62e-6,0.00022765,0.00070531,0.0067757,0.00129243,0.00010161,0.01145194,0.00041237,6.518e-5,0.00029799,0.00096949,0.00465324,0.01146956,4.107e-5,0.06685503,0.00077204,8.637e-5,0.00038209,0.00015975
102,1494172800,4.0e-7,9.668e-5,0.00013891,0.00887359,0.0003305,2.306e-5,2.31e-6,0.0032,0.0678,1.16e-6,9.2e-7,8.51e-6,3.1e-6,1.467e-5,0.00066844,1.163e-5,4.291e-5,0.01902016,0.00021629,0.00682611,0.000163,0.00017197,0.00079935,0.00162663,1.671e-5,2.932e-5,7.8e-6,4.29e-5,0.00161635,3.385e-5,0.00036325,2.729e-5,4.58e-5,0.00016091,0.00010899,9.267e-5,0.00021582,0.03769663,0.0044944,6.4e-5,0.0216107,0.00020533,9.451e-5,0.06021994,1.65e-6,0.00024047,0.00071477,0.00682002,0.00125269,0.00010133,0.01125,0.000415,7.34e-5,0.00036983,0.00098387,0.0045377,0.01130275,4.1e-5,0.067553,0.00074288,7.889e-5,0.00038819,0.00015706
103,1494187200,3.7e-7,9.152e-5,0.00012303,0.00924146,0.00029451,2.172e-5,2.21e-6,0.00292757,0.06710014,1.09e-6,8.2e-7,8.29e-6,2.79e-6,1.39e-5,0.0006651,1.132e-5,3.945e-5,0.01899981,0.0002039,0.00662721,0.000163,0.00016165,0.00076707,0.0015739,1.347e-5,2.736e-5,7.51e-6,3.676e-5,0.00161635,3.242e-5,0.0003591,2.796e-5,4.278e-5,0.00014362,0.0001041,8.369e-5,0.00020066,0.03598001,0.00404173,6.27e-5,0.02085537,0.00020885,8.928e-5,0.05839985,1.58e-6,0.00022529,0.00068869,0.00624,0.00122359,9.201e-5,0.01079999,0.00038956,6.269e-5,0.0003299,0.00092354,0.004391,0.01081823,3.949e-5,0.065076,0.00073873,7.745e-5,0.00034012,0.0001506
104,1494201600,3.4e-7,8.84e-5,0.00012966,0.0086,0.00031875,2.217e-5,2.16e-6,0.00339869,0.06334905,1.03e-6,8.9e-7,8.14e-6,2.88e-6,1.437e-5,0.00065351,1.071e-5,3.942e-5,0.0182,0.00019969,0.0072164,0.00016004,0.00016386,0.00071762,0.00151123,1.4e-5,2.745e-5,6.93e-6,3.727e-5,0.00151392,3.261e-5,0.0003608,3.199e-5,4.247e-5,0.00014634,0.00011735,9.205e-5,0.00018513,0.03652366,0.00448511,7.605e-5,0.019096,0.00022181,0.0001049,0.056296,1.53e-6,0.00022778,0.00066961,0.00620677,0.00119999,9.11e-5,0.01043021,0.00038227,6.44e-5,0.000339,0.00093567,0.004165,0.01028486,3.871e-5,0.06311102,0.0006911,7.607e-5,0.00034402,0.000138
105,1494216000,3.1e-7,8.798e-5,0.00012466,0.0086508,0.00030643,2.399e-5,2.34e-6,0.00268277,0.06198448,1.1e-6,8.3e-7,8.44e-6,2.77e-6,1.432e-5,0.00065971,1.132e-5,3.946e-5,0.01787998,0.00019148,0.0064154,0.00015485,0.00015789,0.00071724,0.00150408,1.367e-5,2.729e-5,7.22e-6,4.0e-5,0.00148643,3.04e-5,0.0003601,2.999e-5,4.168e-5,0.0001522,0.00010912,9.971e-5,0.0002288,0.03406149,0.0045514,7.7e-5,0.01857115,0.00021907,0.00011252,0.05514994,1.54e-6,0.00023468,0.00063442,0.00613147,0.00117436,9.311e-5,0.01017655,0.00038448,6.872e-5,0.00034498,0.00091979,0.00408387,0.0103336,3.906e-5,0.06459401,0.00068677,7.436e-5,0.00033597,0.00014752
106,1494230400,3.2e-7,8.905e-5,0.00013508,0.00895809,0.000345,2.352e-5,2.32e-6,0.00356226,0.0618,1.21e-6,8.4e-7,9.07e-6,3.6e-6,1.519e-5,0.0006536,1.136e-5,3.911e-5,0.01830075,0.00021998,0.00648713,0.00018602,0.00016212,0.00070508,0.00159997,1.478e-5,2.736e-5,7.25e-6,3.713e-5,0.00154471,3.759e-5,0.00035999,2.765e-5,4.29e-5,0.00016512,0.0001165,9.377e-5,0.00023619,0.03513156,0.00441897,8.049e-5,0.01868,0.00026047,0.00012965,0.05522,1.42e-6,0.0002421,0.00065761,0.00620871,0.00122437,9.834e-5,0.01039989,0.00037965,7.6e-5,0.00046421,0.001,0.00406315,0.01027444,4.067e-5,0.0638,0.000714,7.901e-5,0.00038502,0.00014283
107,1494244800,3.1e-7,8.79e-5,0.00013066,0.00909867,0.00032463,2.692e-5,2.49e-6,0.00355554,0.060006,1.38e-6,8.2e-7,8.73e-6,3.46e-6,1.635e-5,0.00063025,1.16e-5,3.821e-5,0.01812679,0.00020142,0.00719876,0.00020002,0.00015999,0.0007098,0.00158046,1.521e-5,2.736e-5,7.24e-6,3.837e-5,0.00152891,3.523e-5,0.00033464,2.968e-5,4.21e-5,0.00016413,0.0001485,0.00010153,0.00022208,0.03625,0.00568459,6.886e-5,0.01841121,0.00025343,0.00013697,0.0559,1.39e-6,0.00024001,0.00064778,0.0060992,0.00116028,0.00010241,0.01050001,0.00036034,9.16e-5,0.000465,0.00096594,0.00400601,0.01042654,3.947e-5,0.06526702,0.00068979,7.688e-5,0.00050025,0.00014568
