,date,BTC_BCN,BTC_BELA,BTC_BLK,BTC_BTCD,BTC_BTM,BTC_BTS,BTC_BURST,BTC_CLAM,BTC_DASH,BTC_DGB,BTC_DOGE,BTC_EMC2,BTC_FLDC,BTC_FLO,BTC_GAME,BTC_GRC,BTC_HUC,BTC_LTC,BTC_MAID,BTC_OMNI,BTC_NAUT,BTC_NAV,BTC_NEOS,BTC_NMC,BTC_NOTE,BTC_NXT,BTC_PINK,BTC_POT,BTC_PPC,BTC_RIC,BTC_SJCX,BTC_STR,BTC_SYS,BTC_VIA,BTC_XVC,BTC_VRC,BTC_VTC,BTC_XBC,BTC_XCP,BTC_XEM,BTC_XMR,BTC_XPM,BTC_XRP,BTC_ETH,BTC_SC,BTC_BCY,BTC_EXP,BTC_FCT,BTC_RADS,BTC_AMP,BTC_DCR,BTC_LSK,BTC_LBC,BTC_STEEM,BTC_SBD,BTC_ETC,BTC_REP,BTC_ARDR,BTC_ZEC,BTC_STRAT,BTC_NXC,BTC_PASC,BTC_GNT
27,1493092800,1.4e-7,0.00010721,9.351e-5,0.0062185,0.00033969,1.071e-5,1.72e-6,0.00127117,0.05779999,9.0e-7,4.2e-7,8.32e-6,2.65e-6,1.492e-5,0.000776,9.94e-6,3.387e-5,0.0117721,0.00019082,0.00531326,0.00013712,0.00011416,0.00074022,0.00067012,1.037e-5,1.827e-5,5.11e-6,2.876e-5,0.00066993,2.507e-5,0.00035916,3.05e-6,2.781e-5,0.00015802,7.853e-5,6.542e-5,7.845e-5,0.03735224,0.00315663,2.955e-5,0.01577999,0.000143,2.631e-5,0.03966498,6.4e-7,0.000227,0.00059957,0.00557989,0.00138,7.801e-5,0.01400998,0.00031224,5.841e-5,0.00018207,0.00093035,0.0031714,0.01106362,2.928e-5,0.054675,0.00049642,7.87e-5,0.00026208,8.057e-5
28,1493107200,1.5e-7,0.00010734,9.202e-5,0.00620342,0.00033293,1.0e-5,1.72e-6,0.00127616,0.05725,8.9e-7,4.2e-7,8.1e-6,2.6e-6,1.481e-5,0.00076422,9.84e-6,3.374e-5,0.01138,0.00018445,0.00495053,0.00014821,0.0001174,0.00075057,0.00067157,1.08e-5,1.842e-5,5.14e-6,2.87e-5,0.000662,2.668e-5,0.00036241,3.01e-6,2.936e-5,0.00015154,8.271e-5,6.424e-5,7.801e-5,0.03706727,0.00313556,3.0e-5,0.01575037,0.00014437,2.643e-5,0.03934,6.5e-7,0.00022283,0.00061615,0.0053,0.001316,7.803e-5,0.01325876,0.000315,5.978e-5,0.00017957,0.00095599,0.00315842,0.01088542,3.075e-5,0.054875,0.0004945,7.826e-5,0.00025911,8.127e-5
29,1493121600,1.4e-7,0.000105,8.93e-5,0.00623038,0.00032756,1.043e-5,1.77e-6,0.0012702,0.05753076,8.7e-7,4.2e-7,8.09e-6,2.6e-6,1.429e-5,0.000791,9.89e-6,3.412e-5,0.011631,0.00018499,0.00519794,0.00015678,0.00012001,0.0007472,0.00073547,1.014e-5,1.929e-5,5.09e-6,2.921e-5,0.00072,2.655e-5,0.00035051,3.04e-6,3.023e-5,0.00015287,8.506e-5,6.41e-5,7.784e-5,0.03610801,0.00301758,3.016e-5,0.0158001,0.00014503,2.6e-5,0.03947,6.8e-7,0.00022412,0.00062622,0.00543776,0.00132182,7.759e-5,0.01358,0.00031628,6.666e-5,0.0001826,0.00116,0.00318225,0.01080964,3.298e-5,0.05475002,0.000489,7.785e-5,0.00026076,8.162e-5
30,1493136000,1.5e-7,0.00010213,9.286e-5,0.0061492,0.00032809,1.022e-5,1.78e-6,0.00124622,0.05686999,8.8e-7,4.2e-7,8.02e-6,2.54e-6,1.414e-5,0.00073565,9.68e-6,3.376e-5,0.01149,0.0001842,0.00551999,0.00015192,0.000124,0.00072196,0.00076999,1.011e-5,1.94e-5,5.05e-6,2.856e-5,0.000733,2.597e-5,0.00033713,2.98e-6,2.959e-5,0.00015097,8.239e-5,6.393e-5,7.7e-5,0.03578341,0.00296849,2.904e-5,0.01547602,0.00014129,2.531e-5,0.03910007,6.6e-7,0.00020924,0.00062422,0.00516133,0.00129105,7.69e-5,0.01280212,0.00031464,6.2e-5,0.0001781,0.00104644,0.00304482,0.01064089,3.145e-5,0.05451,0.00046574,7.738e-5,0.00025634,7.951e-5
31,1493150400,1.4e-7,0.0001025,9.088e-5,0.0062185,0.00032395,1.05e-5,1.79e-6,0.00123301,0.05681276,8.7e-7,4.2e-7,8.0e-6,2.49e-6,1.376e-5,0.0007522,9.71e-6,3.296e-5,0.01216,0.00018255,0.00525099,0.00016131,0.00012656,0.00072608,0.00075289,1.033e-5,1.887e-5,4.97e-6,2.874e-5,0.00074723,2.52e-5,0.00034475,2.99e-6,3.098e-5,0.00014962,8.363e-5,6.329e-5,7.672e-5,0.0358501,0.00308008,2.953e-5,0.0155497,0.00014522,2.551e-5,0.03911949,7.0e-7,0.0002111,0.00063562,0.00533438,0.00127898,7.641e-5,0.01192676,0.0003112,6.451e-5,0.00017804,0.001013,0.00310123,0.01062511,3.07e-5,0.05454892,0.00046735,8.099e-5,0.00025268,7.938e-5
32,1493164800,1.4e-7,0.00010311,9.148e-5,0.00618703,0.00031891,1.059e-5,1.82e-6,0.00123795,0.05655999,8.6e-7,4.3e-7,8.13e-6,2.49e-6,1.398e-5,0.00073946,9.72e-6,3.219e-5,0.01196026,0.000183,0.00528042,0.00015312,0.00012105,0.00073917,0.00076901,1.035e-5,1.891e-5,4.99e-6,2.885e-5,0.000773,2.74e-5,0.00035274,3.02e-6,3.108e-5,0.00014841,8.479e-5,6.272e-5,7.628e-5,0.03518979,0.00304243,3.091e-5,0.01534705,0.000155,2.613e-5,0.03935001,6.7e-7,0.00021108,0.00063267,0.00533329,0.00129072,7.71e-5,0.01227807,0.00033274,6.449e-5,0.00017902,0.000972,0.00311073,0.01062178,3.309e-5,0.05545,0.00046859,8.331e-5,0.0002542,8.028e-5
33,1493179200,1.4e-7,0.00010397,9.734e-5,0.00618671,0.00032625,1.067e-5,1.77e-6,0.00124757,0.05626703,8.7e-7,4.3e-7,7.87e-6,2.48e-6,1.401e-5,0.0007338,9.76e-6,3.314e-5,0.01195484,0.000186,0.005399,0.00015208,0.000131,0.00073004,0.00086,1.02e-5,2.067e-5,4.97e-6,2.99e-5,0.00089,2.81e-5,0.00035036,3.11e-6,3.22e-5,0.00014827,8.874e-5,6.254e-5,7.6e-5,0.03446088,0.00301692,3.27e-5,0.01532402,0.00016408,2.557e-5,0.03932402,6.6e-7,0.0002092,0.0006141,0.00534745,0.00123102,7.778e-5,0.01295494,0.00037,6.484e-5,0.00017878,0.00097616,0.00312555,0.01056399,3.46e-5,0.05826132,0.00047473,8.535e-5,0.00025656,8.114e-5
34,1493193600,1.4e-7,0.00010347,0.00010381,0.00616673,0.00031855,1.046e-5,1.79e-6,0.00126998,0.05641,8.8e-7,4.2e-7,8.09e-6,2.43e-6,1.388e-5,0.00074577,9.79e-6,3.314e-5,0.01222,0.00018498,0.00528279,0.0001544,0.00016001,0.00074,0.00093139,1.039e-5,2.198e-5,5.01e-6,3.032e-5,0.000929,2.8e-5,0.00035366,3.09e-6,3.16e-5,0.0001486,8.2e-5,6.251e-5,7.64e-5,0.03430001,0.00298069,3.457e-5,0.01530016,0.00016275,2.574e-5,0.040285,6.7e-7,0.0002267,0.00063216,0.00531847,0.001238,7.814e-5,0.01264221,0.00036787,6.622e-5,0.00018595,0.00095044,0.00308909,0.01049185,3.51e-5,0.0559,0.00049771,8.397e-5,0.00025484,8.22e-5
35,1493208000,1.4e-7,0.00010269,9.513e-5,0.00612444,0.00031601,1.008e-5,1.78e-6,0.00135546,0.05553953,8.7e-7,4.2e-7,7.62e-6,2.34e-6,1.393e-5,0.00068608,9.53e-6,3.247e-5,0.01209126,0.00018195,0.00512157,0.00014925,0.00014627,0.000715,0.00094998,1.02e-5,2.076e-5,5.16e-6,2.983e-5,0.000952,2.741e-5,0.00032605,3.04e-6,2.932e-5,0.00014663,8.28e-5,6.373e-5,8.5e-5,0.0337,0.00289635,3.401e-5,0.01518984,0.00015693,2.5e-5,0.040558,6.5e-7,0.00021653,0.00063897,0.005151,0.00123197,7.794e-5,0.01232948,0.00035013,6.304e-5,0.000186,0.00095,0.0034529,0.01041226,3.351e-5,0.05619,0.00048797,8.021e-5,0.00024848,8.042e-5
36,1493222400,1.3e-7,0.00010058,9.903e-5,0.00605225,0.00030484,9.98e-6,1.76e-6,0.00129835,0.0557805,8.5e-7,4.2e-7,7.61e-6,2.34e-6,1.385e-5,0.00069275,9.43e-6,3.5e-5,0.01171362,0.00018685,0.00529963,0.00014662,0.00014718,0.00069502,0.00092935,1.031e-5,2.137e-5,5.09e-6,3.009e-5,0.00092296,2.789e-5,0.000295,2.94e-6,3.146e-5,0.00014689,8.257e-5,6.503e-5,8.3e-5,0.03401069,0.00305493,3.563e-5,0.015219,0.00016214,2.578e-5,0.04144395,6.7e-7,0.00021621,0.00063711,0.00520603,0.00121201,7.698e-5,0.01243001,0.00036477,6.114e-5,0.0001807,0.00095391,0.00343772,0.01016747,3.154e-5,0.056397,0.00050568,8.054e-5,0.00024655,8.0e-5
